Name	logFC	logCPM	LR	PValue	adj.p.value
45	RBM22	0.831863668026171	3.09690041167476	37.7375235696191	8.09326891804013e-10	8.21871837170891e-08
46	MRPL15	0.870502341700746	2.14533994622895	37.6078039763898	8.64977229671307e-10	8.71051327657032e-08
47	PADI2	0.825914802468573	3.396102370489	37.4032458180387	9.60621239030549e-10	9.45441159070166e-08
48	NEDD1	0.857956123466844	2.98644659557352	37.0567787103744	1.1473900214254e-09	1.0945274038302e-07
49	SFPQ	0.733959890895429	3.56653617937746	36.6532015238869	1.41127050427261e-09	1.31167202168084e-07
50	RBMS1	0.582780637121475	4.35628662929435	35.7553021630093	2.2372226458916e-09	1.96334825198103e-07
51	CECR2	0.644986495157006	4.17737348619392	35.7290548161994	2.26756804260975e-09	1.98356473812721e-07
52	DES	0.933217132214699	3.29732954681544	35.3865170509803	2.70351919545014e-09	2.31455783360001e-07
53	ERCC5	0.652701550818613	3.61643564747443	35.3723658283043	2.72323349762061e-09	2.32776424252914e-07
54	HERC1	0.539091019678782	4.1697420415343	34.8653656554626	3.53310172052175e-09	2.90342864098925e-07
55	PPP3CC	0.713640782185551	3.85386289769473	34.6712123118814	3.90361689889587e-09	3.17189326117844e-07
56	CLASP2	0.47760846923347	4.88008105882241	34.6043858960971	4.03995021589307e-09	3.26556124785334e-07
57	KIF1B	0.649853265734121	4.09838555892933	34.5764196210041	4.09841039087514e-09	3.30443151196004e-07
58	WBP2	0.850166116871024	3.18895286239968	34.4096337772477	4.46507709073572e-09	3.54849034891989e-07
59	ZBED5-AS1	1.24525351936708	1.49499954023185	34.3238771294874	4.66621677228497e-09	3.68648672960182e-07
60	RARB	0.649552401479115	3.51699371499363	34.2108605409601	4.94521958642504e-09	3.87888874742444e-07
61	DMD	0.547422210263879	4.40726119312854	34.0716862055232	5.3118588984595e-09	4.12474582575156e-07
62	RSBN1L	0.762050745015819	2.79840951214539	33.5027232570315	7.11642810216144e-09	5.34258703655836e-07
63	KMT2E	0.58649011151905	3.46080568459373	33.1317427894498	8.61212256715114e-09	6.31693371298801e-07
64	SLC25A13	0.624584850961676	3.54249049426241	32.988024661522	9.27282782777436e-09	6.71982890854273e-07
65	USP28	0.604618182772763	3.76698108778874	32.9134088213392	9.63563697133096e-09	6.9456563260078e-07
66	MYOZ1	0.882338357486743	2.70149700167367	32.6849921786952	1.08370749036037e-08	7.70930760360753e-07
67	TNRC6B	0.667809292199248	3.72138212466636	32.6190350998813	1.1211136188994e-08	7.93899094108689e-07
68	UBE4B	0.537871960602649	4.31327285118452	32.3604137422321	1.28069030506113e-08	8.88925175489264e-07
69	FOXN3	0.589625215810693	3.90110727356063	32.3327059483411	1.29908257946927e-08	9.0009744588875e-07
70	SLC35F5	0.553949964675484	3.89936203650107	32.3204158094757	1.30732518141233e-08	9.05097574735834e-07
71	WLS	0.539027503225123	3.49330278933377	32.2272711393136	1.37152125392787e-08	9.42330587105366e-07
72	PUM1	0.463092739467984	4.47803789250794	32.0253906629479	1.52170608721972e-08	1.02667400690063e-06
73	RP11-1017G21.5	1.17368857864786	2.37556644459517	31.9997770944838	1.54190270685444e-08	1.03668802678528e-06
74	AFG3L2	0.717078635171852	3.29403290547503	31.9873521842377	1.55179640065111e-08	1.04244035807848e-06
75	GHR	0.521013539492344	4.00573214383302	31.8632950479712	1.65413569341439e-08	1.09760396375297e-06
76	GTDC1	0.461400893477946	4.47945222263454	31.7033154672699	1.79615305840741e-08	1.17958250188466e-06
77	KIAA0922	0.612214694166744	4.13038959777802	31.4958351194302	1.99868496768968e-08	1.29226470540494e-06
78	ZNF394	0.869400966336784	2.37823968052773	31.009877365902	2.56718647413852e-08	1.58795476964704e-06
79	PAFAH1B1	0.63253393970378	3.81452018094319	30.801849945632	2.85765308854758e-08	1.74333679813429e-06
80	MTMR10	0.671651793852178	3.92140225605819	30.7962527082677	2.86590750264882e-08	1.74685188526136e-06
81	CTR9	0.628952451309885	3.34883944049629	30.4725796155899	3.38618997500408e-08	2.017533617544e-06
82	FMNL2	0.567418158291107	3.72076769287386	30.4518679515793	3.42253613068127e-08	2.03360840031947e-06
83	NEU3	0.777423840281537	2.38461018717753	30.2915718035228	3.71737691070696e-08	2.1813366772736e-06
84	SPTBN1	0.591860927185411	4.13532622858975	30.2703081863051	3.75835409840321e-08	2.2006237640796e-06
85	HEY1	1.53016606842414	0.364853152101482	30.10143753417	4.10027160908573e-08	2.37774137322393e-06
86	LCA5	0.905834171516573	2.48145170699236	30.0527425255744	4.20453478864514e-08	2.42912018654045e-06
87	WDR82	0.940107464602512	2.87830607124033	30.0377086136628	4.23725812605312e-08	2.44287204368184e-06
88	ADPRHL1	0.922111125161101	2.59474362777539	30.0329933317343	4.24757404420219e-08	2.44747290613831e-06
89	IREB2	0.629027614008031	3.53592689724595	30.0092304581069	4.29994575398205e-08	2.47502232881776e-06
90	NDUFAF1	0.795364117387652	1.88990233700131	29.8041886801551	4.77958219537493e-08	2.70378897542114e-06
91	WASF2	0.91328758652699	2.46670455732804	29.7647065494004	4.87791825452812e-08	2.75224621599173e-06
92	TRAPPC3	0.839857500312071	2.75372321338418	29.6084323642542	5.28744186453007e-08	2.93901088831434e-06
93	FBXW11	0.508701289104182	4.15230461261647	29.4174298665517	5.83504781087781e-08	3.20564415589809e-06
94	ATP5A1	0.87827756864339	3.23324257404806	29.3077537429115	6.1748119029596e-08	3.36336706347007e-06
95	BCL2L13	0.617734261983547	3.49994260072762	28.8034654439306	8.01076486818089e-08	4.19702993144359e-06
96	ANXA7	0.724204230327706	2.80044849818091	28.3736805856677	1.00015847940438e-07	5.09021116027665e-06
97	SLC12A4	0.625843534596856	3.58068989317877	28.1864823697654	1.10171319661021e-07	5.52163801867103e-06
98	PSMC6	0.62259755872458	3.17441182137718	28.0520736193031	1.18094503626459e-07	5.84350151858576e-06
99	FAM129A	0.695351449805799	3.74024134066804	28.0434875166947	1.18619624259495e-07	5.86117002764589e-06
100	MAGED2	0.958039242254931	1.44180068110048	27.9469781655247	1.24685522981358e-07	6.08883775001678e-06
101	C17orf85	0.549508782484899	3.24685982814426	27.5446546751965	1.53509030697083e-07	7.24710885204102e-06
102	RAB11A	0.66687287886327	2.88820709225714	27.4682891453449	1.59691527653935e-07	7.47547786439338e-06
103	IER5	0.909157537487312	3.20375244421891	27.1140204930922	1.91801827985841e-07	8.74482614055395e-06
104	LRRC8B	0.70664431608442	2.96562528058618	26.8900758737364	2.1536190312015e-07	9.64481935520385e-06
105	KLHL31	0.874992450065152	2.08892671742528	26.6990010013106	2.37744402423694e-07	1.05213286155357e-05
106	CDK12	0.524858492706204	3.99081908732982	26.672350007594	2.41046326106298e-07	1.06414257922413e-05
107	NUDT9	0.596893041607028	3.05304791147966	26.3006724492435	2.92186923689244e-07	1.25074668276551e-05
108	SMYD2	0.668497237950179	3.3467281196579	26.2019726989684	3.0750823283621e-07	1.30144917083822e-05
109	RANBP6	0.885584899481989	1.97070675911024	26.1283547978453	3.19458157038218e-07	1.34520632868882e-05
110	PRSS23	0.713251812944969	3.64236263657373	25.6054366744617	4.18857606127825e-07	1.68594457354165e-05
111	SMAD1	0.50264631178669	3.88750150382031	25.5296688746868	4.3563230525376e-07	1.73863735887619e-05
112	MARCH6	0.573836446675034	3.47575042674755	25.3887776534689	4.68636459092586e-07	1.85602948156563e-05
113	NIPA2	0.76019128681552	2.36110622232942	25.2681255066684	4.98885303011868e-07	1.94951374510653e-05
114	DCUN1D5	0.560492663967332	2.97292188944884	25.110796800015	5.41289417634876e-07	2.09635231217229e-05
115	GPX3	0.776266179975588	2.70956699600859	25.0925277819329	5.4644192899342e-07	2.11253904863742e-05
116	MKL1	0.514910582683663	4.06461231698909	24.9248142872789	5.96101947584187e-07	2.27775568897911e-05
117	LIMS1	0.594969369344505	3.42769558313945	24.6478684150815	6.88208328494526e-07	2.57797900332575e-05
118	SMEK1	0.517986070628747	3.89024882182238	24.6325574469774	6.93697886605172e-07	2.59585527322295e-05
119	TIMM17A	0.761283675383599	2.39908062050267	24.624541371	6.96589440137802e-07	2.60308639769499e-05
120	DIXDC1	0.560401927726824	4.22874116953191	24.6119942748054	7.01139701955002e-07	2.61720827018321e-05
121	ZNF24	0.613764028008363	2.97229766792521	24.4833359276548	7.49553209153946e-07	2.7639010776537e-05
122	ABL1	0.727192400636477	3.80254084735635	24.0838911283047	9.2228614820645e-07	3.29886712984671e-05
123	PFN2	0.679326886951267	2.31151791903587	23.8282508614809	1.05325217088218e-06	3.68712982632882e-05
124	TAZ	0.934562285192734	1.10065715830905	23.7691691237616	1.08608283036143e-06	3.78618798380043e-05
125	ADAM10	0.50338752274975	3.85233413553043	23.5884511193891	1.19301398778451e-06	4.1101243881918e-05
126	IFIT1	0.820716521404529	1.99864500815957	23.5429040919548	1.22159111033993e-06	4.19255077512738e-05
127	CDK13	0.535704799369241	3.04742387428862	23.5014605300778	1.24818977393181e-06	4.2663925457809e-05
128	TSEN15	0.779530240041155	2.86304213684406	23.4945161506325	1.25270318686117e-06	4.27775086052496e-05
129	CSTF2T	0.787180534268745	2.58531569123684	23.4865837816398	1.25787876152943e-06	4.29272382003616e-05
130	DUSP27	0.630788598960923	2.51919297549268	23.1653866736239	1.48648998780373e-06	4.94238571534487e-05
131	PAIP2	0.852298545106029	2.43938801376604	23.071569453393	1.56081633081543e-06	5.14867167891164e-05
132	SNRPD1	0.810935430781853	1.80871280764592	23.06407232113	1.56691434696914e-06	5.16235267872319e-05
133	ZKSCAN5	1.01679068355503	1.81370989192806	22.9718385756803	1.64392008124457e-06	5.37851212355836e-05
134	TANK	0.487759701283034	3.35262538071036	22.8894705187182	1.71589245673033e-06	5.57367257406567e-05
135	KPNA6	0.603470589959575	3.55141733383261	22.8605259746042	1.74192745972073e-06	5.65147696488055e-05
136	USP7	0.444598597321061	3.72211415492633	22.8309570605869	1.7689332814915e-06	5.72199315372087e-05
137	USP13	0.852133498179187	2.62442306328413	22.6763128438967	1.91716721148482e-06	6.11936751559026e-05
138	PSMD3	0.579635956335514	3.51422706560078	22.6135081049921	1.98086976914221e-06	6.28947878118664e-05
139	UBR3	0.45807208431462	3.86129452010396	22.5198370597838	2.07984680060787e-06	6.55390215191838e-05
140	RABIF	0.843161910583179	2.07245811241586	22.4768363844051	2.12693017161762e-06	6.68018545463079e-05
141	MPRIP	0.543201727042809	4.6115559701464	22.3917649462965	2.22325249145391e-06	6.93732741347403e-05
142	MTCH1	0.634281234036365	3.72155222272866	22.2765567783339	2.36071139892416e-06	7.30951931925298e-05
143	HIST1H2BD	1.6371554645021	-0.43256831404258	21.9336644942017	2.82239110218285e-06	8.47463226890308e-05
144	MICU1	0.425594321504681	3.86827886574679	21.9182140878985	2.84520580571587e-06	8.53459537582476e-05
145	RPL7L1	0.744531444780228	2.85778937903788	21.5059959583252	3.52724069117708e-06	0.000102272080051312
146	TSG101	0.528114933709217	3.22796787298319	21.449467998945	3.63276798941453e-06	0.000104772155851985
147	SNX14	0.363627636425431	4.51613475643112	21.2179049166349	4.09917188224011e-06	0.000116034889705434
148	RP11-567G24.1	-0.815859942315456	1.29364507365899	21.1881923980318	4.16321482198435e-06	0.000117470759317439
149	FAM110B	0.650817814558941	3.51502171278227	21.0983349585729	4.3630707095143e-06	0.000121852808596024
150	COPS8	0.652221665742838	2.24843853155239	20.8564283627838	4.9502805511352e-06	0.00013573821818378
151	ALDOA	0.753747519595151	1.89421504263494	20.6915534548219	5.395347676528e-06	0.000145951347550673
152	SNAPC1	0.72665693487435	2.09822031625325	20.4883958345064	5.99938704589878e-06	0.000159002797739657
153	PTTG1IP	0.729594979901315	3.51820237461092	20.3775834836964	6.35701077965738e-06	0.000166730615899315
154	PLOD2	0.488088869070576	3.51475546347464	20.2479146945113	6.80275718816078e-06	0.000176482606418805
155	KIAA1551	0.513723029040424	3.02929935597712	20.2105142134862	6.93706047431939e-06	0.00017896066395216
156	NLK	0.535686870486827	3.1769866919001	20.1140818111008	7.29575289826757e-06	0.000186397987144559
157	TRIM45	0.608804626586398	3.15597586763064	19.9322456622724	8.02355751871334e-06	0.000201763570432931
158	TRIM26	0.574112510470238	3.42516594915231	19.9150912756786	8.09587319350829e-06	0.000203181099790386
159	PDS5B	0.487450575920631	3.60022230680411	19.8637955640568	8.31604172102546e-06	0.000207964016008459
160	FAM104B	0.828008212079338	1.45424955594933	19.8384666585832	8.4269639853187e-06	0.000210300213644653
161	ARL8B	0.577690228104157	3.17592248644167	19.7639024437197	8.76219965420219e-06	0.000216970371318711
162	FAM122A	0.713402709583606	2.8301867441072	19.7468145584782	8.84089259931595e-06	0.000218520213548256
163	LINC00116	0.705050982669629	2.24126566746135	19.7419357519153	8.86349036484617e-06	0.000218929220372379
164	CST3	0.846931731269637	2.41627962752055	19.7001359583179	9.05949195009547e-06	0.000222504811680207
165	FBXL17	0.555924028885813	3.72736955663206	19.5495650117813	9.80230536929462e-06	0.000237674540149053
166	GSE1	0.571021333896867	3.88614017061068	19.5480123666403	9.81027534197171e-06	0.000237770497945618
167	JAK2	0.555779110692053	3.17543776599803	19.5073912719779	1.002111768648e-05	0.00024228562866174
168	TUBA8	0.747521070748749	3.6029795580979	19.4200211253252	1.04901563193146e-05	0.000252053983965434
169	UBLCP1	0.497845058018947	2.80530985933654	19.3991768809919	1.06052759139762e-05	0.000254257274159346
170	MXD1	0.643093286816898	3.27968095901888	19.3970041693549	1.06173482371208e-05	0.00025432475126832
171	LARS2	0.510491919838182	3.39607672010347	19.3659271216361	1.07915407871597e-05	0.000257784169293958
172	SPRYD7	0.672062293772736	2.61321459783785	19.2237025269603	1.16260869913945e-05	0.000274248832143592
173	ELP6	0.609775762241617	2.36647729160696	19.1709831873246	1.19516412774314e-05	0.000280465698693064
174	RUNX1	0.370007713611896	4.76965066318472	19.1574170635892	1.20368861439396e-05	0.000282161142113508
175	CPSF6	0.636707306762751	3.12104285640289	19.0311300106553	1.28603201622773e-05	0.000297798160378911
176	NAPB	0.611525556764639	2.98243794673305	18.8942882309363	1.38165735177595e-05	0.00031589843541858
177	WRB	0.54994758657395	3.47535109045012	18.8480886174775	1.41552874361097e-05	0.000322014991240939
178	SLC9A9	0.524810988986519	2.66916930896247	18.8014503478521	1.45056775750746e-05	0.000328403094998409
179	REEP1	0.53557699406244	3.39295462544058	18.685100546785	1.54182570869396e-05	0.000345461245528772
180	TXNRD1	0.482286979340757	4.17137146133596	18.6207530437229	1.59475030868961e-05	0.000355120634380344
181	MIR3936	0.932053963894329	0.376841961191493	18.5938168163655	1.61744312566253e-05	0.000358775589277784
182	LRPPRC	0.50875016850064	3.29011993624319	18.4234852683773	1.7686466247853e-05	0.000385475682600937
183	HEATR5A	0.428950040856285	3.39142541491865	18.2176120436098	1.97048254876267e-05	0.000422662861185593
184	GINM1	0.555221528940697	2.68196355720475	18.1892718685192	2.00002269950536e-05	0.000427815692985623
185	BCAR1	0.659862388838384	4.69745840541983	18.1672321776069	2.0233027915133e-05	0.000431944309023225
186	RP11-800A3.4	0.772603949141735	1.99380714837127	18.1585094347229	2.03259147131155e-05	0.000433671447231069
187	ARFGAP2	0.705949133793149	1.26792826125546	18.0953959447262	2.10108858481194e-05	0.00044592544043558
188	PLK2	0.606101852477484	3.09186597080511	17.9668771437537	2.24782480376458e-05	0.000473268264589355
189	OXSR1	0.477579724447495	3.24165723703932	17.9295319354631	2.29236359456925e-05	0.00048160059274818
190	RTCB	0.508050307107589	3.17776632930869	17.8580634336867	2.3800860118987e-05	0.000496779460091688
191	PAK1	0.384152768729711	4.16256047574148	17.8473628412962	2.39350744692244e-05	0.000498990934577731
192	NCOA5	0.738605348596236	2.52914985070505	17.8461488375921	2.39503493086538e-05	0.000499036097869391
193	QARS	0.791853967069876	2.19298637395385	17.6662528989922	2.63256065357057e-05	0.000538197527061508
194	ANGPT1	0.442971580536354	3.77164770729066	17.5536787245034	2.79309888942692e-05	0.000564427468614145
195	RNF168	0.804031067314831	2.63013690528809	17.485037352355	2.89577765132206e-05	0.000581281313784336
196	GRB10	0.328497551011647	4.97666699227758	17.4780961947691	2.90636965312755e-05	0.000583084033329453
197	ZNF3	0.603048564339718	2.47368820066606	17.4304792684878	2.98008899817766e-05	0.00059492494169967
198	ZFP36	0.847672106021492	0.727148115059238	17.3731854618339	3.07128526735689e-05	0.00060952379299536
199	SLC39A10	0.490370909282827	3.19033550510514	17.3477674948502	3.11263700620189e-05	0.000616153419916592
200	STX7	0.660635429475965	2.19637986075481	17.3451546717544	3.11691932010946e-05	0.000616888624672967
201	ASXL2	0.527745576426261	3.05804322808445	17.3295109346075	3.14268292885662e-05	0.000620742777852781
202	DESI2	0.706790528547819	2.80388329037861	17.3279982754134	3.14518544127587e-05	0.000621021876471908
203	ZMYM2	0.412207263416157	3.62120711493831	17.1781051080343	3.40336438044596e-05	0.000662350353259362
204	MTHFR	0.983435941127209	1.48447194910063	17.1399324552895	3.47245037661952e-05	0.000673742261902923
205	SMAD5	0.458992444507955	2.9753448637667	17.0269008683775	3.6853970631196e-05	0.000708098493771814
206	IL4R	-0.463510892954142	2.85752584599884	16.9444800703611	3.84890699075267e-05	0.000734445062744133
207	SAYSD1	0.737484506102876	2.10470966227206	16.927517604474	3.88345234846885e-05	0.00073947717346559
208	PCYOX1	0.625946593751278	2.5456645511852	16.899258458795	3.94169784062939e-05	0.000747944227381934
209	LINC01420	0.709915669992737	1.16142987618503	16.8703808757184	4.00212538540036e-05	0.000757292531746395
210	NATD1	0.693785925894336	2.57501817229677	16.8425719998575	4.0611967087368e-05	0.000766732749757114
211	NUDT17	0.778394076794843	1.70637354144818	16.7268887385245	4.31648677341208e-05	0.000805126072624884
212	PRKD3	0.495529649749985	3.34193517445912	16.708690570953	4.35809010329627e-05	0.00081107695412915
213	ETFA	0.417749501794595	3.56014986797722	16.643348189973	4.51082176162442e-05	0.000834778857784968
214	RMDN1	0.461838495608544	3.00415745441726	16.5794802306648	4.66530732948604e-05	0.000858247361069338
215	U2SURP	0.514840669762623	3.32351615175208	16.4426426402932	5.01444157372863e-05	0.000908314256498012
216	DVL3	0.635132129506232	3.61459581778155	16.4350838103897	5.03447592325388e-05	0.000911183065689682
217	NCEH1	0.559759612683168	2.78720387663526	16.0827513808548	6.0633794069897e-05	0.00106456781220214
218	NFU1	0.530654378662869	2.68145110765409	15.9602723751974	6.46857992798619e-05	0.00112102431552107
219	RBX1	0.653145356820045	2.90438307637272	15.9167282575836	6.61911032920844e-05	0.00114164404195723
220	UBTF	0.763668023321799	2.35677694796642	15.8965850895709	6.68993162456357e-05	0.00115202872361635
221	HMGN1	0.668312277688027	2.13830199558961	15.7244051549013	7.32726572415687e-05	0.0012372468272162
222	ZNF138	0.656389781877579	2.18169305642023	15.5673721294448	7.9616706879294e-05	0.00132317067493808
223	RP11-156P1.3	0.535471984527779	3.15559589767314	15.5321896984897	8.11122128082593e-05	0.00134391002530925
224	APOOL	0.650011871174194	1.77794073172747	15.514820448075	8.18609191460278e-05	0.00135466094508161
225	RUSC2	0.684057991280032	3.32798567356943	15.5092415684511	8.2102870551997e-05	0.001357630056133
226	HMCES	0.658694129992544	2.46736749257528	15.4775038273674	8.34930637596567e-05	0.00137705203928245
227	UGGT1	0.449681353428209	3.66508035037504	15.4523060566302	8.46136373909115e-05	0.00139214953535089
228	ARAF	0.700173855544035	2.15152379741471	15.4455260365539	8.49177278409973e-05	0.0013967293607932
229	PHF1	0.757578058804401	2.41774656417838	15.4306692002226	8.55879215557134e-05	0.00140562299551037
230	RPL6	0.540157706976306	2.28407452833143	15.4299077088292	8.56224155494831e-05	0.0014058113973049
231	SMARCD2	0.657402147368063	3.32916187136204	15.4205624790511	8.60468761300114e-05	0.00141123896843113
232	KBTBD8	0.611132320078309	2.11944713363917	15.3520438056473	8.92243563967236e-05	0.00145281662777248
233	FIGF	0.935007247851772	1.25479482821205	15.2794277175308	9.27208399827518e-05	0.00149962697050173
234	DYNLRB1	0.593600758261762	2.40057322287397	15.2662488351267	9.33700347006505e-05	0.00150832899657716
235	ARHGAP26	0.345905313524071	4.94849528846554	15.2636331858775	9.34994251491608e-05	0.00150929622244126
236	DERL3	0.665010908594102	2.19140355112532	15.0895917434879	0.000102527032404732	0.00162439640111855
237	CWC27	0.491811227924477	2.57850477180062	15.0467588373336	0.000104880206702403	0.00165558827962669
238	LNPEP	0.523907144732668	2.03833428805979	15.0106000728679	0.00010690898102274	0.00168125717121332
239	C6orf106	0.627769123899333	1.27774591134126	14.9844829946969	0.000108398868230829	0.00169976252181627
240	RIT1	0.662894221879774	1.7174082283801	14.9172425586272	0.000112331581846695	0.00174930132413308
241	ZER1	0.70645933302021	2.57985801564727	14.8800678863215	0.000114567155485034	0.00177829521221153
242	ZNF879	0.64132372056025	1.77921625315369	14.8332912898933	0.00011744390592987	0.0018135644517822
243	UBE2E3	0.410748574989844	3.1949076509363	14.7802310497204	0.000120795230860201	0.00185203050080655
244	PRORSD1P	0.691438042369082	1.72069176875831	14.7671830169659	0.000121633998229902	0.00186184742609186
245	PARP1	0.37120801405647	3.64278042177705	14.7324559824324	0.000123895037335228	0.00189006092861163
246	ZNF784	0.662045510431907	1.5940480663768	14.7063362410651	0.000125623504907381	0.00191240124778404
247	TEF	0.651075362484637	3.20471644405046	14.7038243916695	0.000125791000111387	0.00191360616579201
248	EN1	0.681741841117671	3.82483475337426	14.7034724615841	0.000125814485471221	0.0019136952640184
249	TCTN1	0.416890039659577	3.58498346044821	14.7026468532681	0.000125869598138532	0.00191426533554562
250	E2F3	0.646829348668108	2.99225638847947	14.5185479496418	0.000138786335295014	0.00207209850097934
251	G2E3	0.353343865386528	3.84882830223525	14.3382152551032	0.000152732734374702	0.00224081692975196
252	C6orf203	0.573093464616086	2.36415006283359	14.3120808506118	0.00015486779546168	0.00226668238801855
253	SGK3	0.355956334302523	4.10843508021118	14.2858054556417	0.000157044677524221	0.00229082223300146
254	RCL1	0.425950225521926	3.42469207694879	14.2554836722813	0.000159595126981655	0.00232023144499097
255	EDEM3	0.461255423184753	3.41098028684687	14.2098647406439	0.000163511074507472	0.00236607194285626
256	CCDC85B	0.794795624714534	0.871241677228993	14.2091762694226	0.00016357090849891	0.0023663069181658
257	FIGN	0.638676059885371	2.61583963768558	14.1433549017363	0.000169394377200415	0.00243529935184022
258	PRKAA1	0.447097181655741	2.94667803336429	14.0369348941131	0.000179254874349985	0.00254292852015117
259	NINL	-0.466949393683925	3.77255071495274	13.9434218989746	0.000188395745529972	0.0026498674459053
260	MTTP	0.588249747668158	1.36721670904743	13.872250597185	0.000195666232287145	0.00273582421153988
261	ACADM	0.606444188689492	2.09205520048185	13.8538814375217	0.000197588194933706	0.00275843385769268
262	C16orf87	0.579125667614803	2.49528197927714	13.7516563648792	0.000208636764860388	0.00288045037300637
264	ADD3	0.339598310019025	4.28038538434194	13.6556678937736	0.000219577508129473	0.00299945583868267
265	MYO5A	0.407211658189585	3.89208658843899	13.584163873505	0.000228101696877507	0.00308869102007378
266	RC3H2	0.429810128631582	3.2896945732697	13.489086339161	0.000239955005375323	0.00321629775509679
